"TOA5","HCHO_landfill_met","CR1000","50904","CR1000.Std.28.02","CPU:hcho-landfill-wx.cr1","3570","halfhourly"
"TIMESTAMP","RECORD","P_10m_Avg","T_10m_Avg","RH_10m_Avg","WS_10m_Avg","WD_10m_unit_Avg","WD_10m_epa_Std","T_2m_Avg","RH_2m_Avg"
"TS","RN","mbar","degC","","m/s","degTN","deg","degC",""
"","","Avg","Avg","Avg","WVc","WVc","WVc","Avg","Avg"
"2016-06-28 07:30:00",288,1017.782,25.59,40.17,0.828,124.4,86.8,23.93,49.59
"2016-06-28 08:00:00",289,1017.85,25.74,38.02,1.374,119,43.21,25.11,45.5
"2016-06-28 08:30:00",290,1017.837,27.12,36.67,1.738,152.8,34.35,26.2,43.44
"2016-06-28 09:00:00",291,1017.742,28.29,33.45,1.746,146.4,25.09,27.5,38.95
"2016-06-28 09:30:00",292,1017.554,30.15,29.29,1.461,178.2,34.73,28.85,34.12
"2016-06-28 10:00:00",293,1017.189,30.94,27.12,1.336,97.5,68.45,30.09,31.18
"2016-06-28 10:30:00",294,1017.087,31.12,26.01,1.701,121,56.38,30.84,29.44
"2016-06-28 11:00:00",295,1016.889,32.29,24.11,1.659,130.7,51.17,32.04,26.64
"2016-06-28 11:30:00",296,1016.475,33.6,22.31,1.329,153,85.1,32.98,24.76
"2016-06-28 12:00:00",297,1016.05,34.3,22.42,1.446,141.1,51.27,33.85,24.99
"2016-06-28 12:30:00",298,1015.708,34.52,22.25,2.105,141.9,39.09,34.31,24.33
"2016-06-28 13:00:00",299,1015.317,34.36,20.24,2.583,116.9,31.33,34.71,21.48
"2016-06-28 13:30:00",300,1015.078,34.86,17.74,2.102,62.57,71.65,35.12,18.36
"2016-06-28 14:00:00",301,1014.727,34.77,17.52,2.364,30.73,56.26,35.18,18.06
"2016-06-28 14:30:00",302,1014.544,35.29,17.47,1.662,7.466,70.45,35.37,18.11
"2016-06-28 15:00:00",303,1014.162,35.09,17.38,2.082,41.83,57.07,35.54,17.88
"2016-06-28 15:30:00",304,1013.955,35.13,17.18,1.824,355.1,45.64,35.32,17.69
"2016-06-28 16:00:00",305,1013.706,35.07,18.11,1.835,41.84,42.59,35.5,18.87
"2016-06-28 16:30:00",306,1013.381,34.73,18.11,2.283,28.24,36.02,35.35,18.57
"2016-06-28 17:00:00",307,1013.08,34.16,19.24,2.443,42.87,18.28,34.88,19.87
"2016-06-28 17:30:00",308,1013,33.9,20.38,2.309,54.74,24.33,34.57,21.2
"2016-06-28 18:00:00",309,1013.069,33.74,20.45,1.851,40.48,18.09,34.24,21.31
"2016-06-28 18:30:00",310,1013.044,33.49,20.64,1.281,41.81,27,33.85,21.64
"2016-06-28 19:00:00",311,1013.081,33.08,21.58,1.086,121.8,22.54,33.27,22.99
"2016-06-28 19:30:00",312,1013.073,32.34,23.42,1.275,181,39.87,32.09,25.52
"2016-06-28 20:00:00",313,1013.212,30.84,25.55,2.438,218.4,7.452,29.77,29.38
"2016-06-28 20:30:00",314,1013.366,29.15,27,3.117,226.3,3.599,28.23,30.66
"2016-06-28 21:00:00",315,1013.531,27.27,29.56,4.573,230.8,4.558,27.13,32.32
"2016-06-28 21:30:00",316,1013.769,26.18,30.88,3.971,227.1,4.029,26.16,33.82
"2016-06-28 22:00:00",317,1013.802,26.16,30.85,3.363,232.7,8.2,26.33,33.4
"2016-06-28 22:30:00",318,1013.973,25.86,31.47,3.433,237,8.69,25.86,34.61
"2016-06-28 23:00:00",319,1014.018,25.11,32.75,2.69,224.3,12.12,24.86,36.75
"2016-06-28 23:30:00",320,1013.953,23.63,35.71,1.88,218.9,12.75,23.13,41.07
"2016-06-29 00:00:00",321,1014.081,22.29,38.84,3.254,226.7,8.01,21.91,44.54
"2016-06-29 00:30:00",322,1014.332,21.41,42.82,2.722,239.5,9.09,21.45,48.17
"2016-06-29 01:00:00",323,1014.558,20.58,45.97,2.698,238,7.04,20.56,52.19
"2016-06-29 01:30:00",324,1014.755,19.95,47.67,2.549,237.3,5.086,19.91,54.53
"2016-06-29 02:00:00",325,1014.83,19.42,48.9,2.634,240.6,6.762,19.42,56.03
"2016-06-29 02:30:00",326,1014.884,18.78,50.41,2.554,236.9,6.085,18.73,58.11
"2016-06-29 03:00:00",327,1015.016,18.17,51.76,2.746,239.8,7.878,18.21,59.51
"2016-06-29 03:30:00",328,1015.178,17.66,53.14,2.483,233.9,8.81,17.66,61.4
"2016-06-29 04:00:00",329,1015.412,17.1,54.68,2.837,233.5,5.297,16.98,63.62
"2016-06-29 04:30:00",330,1015.854,17.17,55.32,2.349,241.5,10.77,16.98,63.6
"2016-06-29 05:00:00",331,1016.172,19.3,53.48,1.73,231.1,8.34,18.23,60.21
"2016-06-29 05:30:00",332,1016.29,20.92,50.21,1.16,257,34.39,19.25,57.37
"2016-06-29 06:00:00",333,1016.372,21.28,46.68,0.707,123.4,94.8,19.59,56.99
"2016-06-29 06:30:00",334,1016.384,21.22,45.04,1.008,109.1,26.3,20.45,54.36
"2016-06-29 07:00:00",335,1016.425,22.63,42.42,1.071,131.1,53.11,21.53,51.2
"2016-06-29 07:30:00",336,1016.545,24.31,39.31,1.44,149.1,34.01,22.83,47.57
"2016-06-29 08:00:00",337,1016.57,24.6,37.85,1.631,141.5,29.89,23.78,45.33
"2016-06-29 08:30:00",338,1016.515,24.96,35.53,1.616,84.5,38.04,24.42,42.61
"2016-06-29 09:00:00",339,1016.352,27.36,32.68,1.747,166.2,30.69,26.15,38.27
"2016-06-29 09:30:00",340,1016.09,28.94,29.56,1.619,165.3,38.08,27.7,34.68
"2016-06-29 10:00:00",341,1015.751,30.63,27.79,1.762,164.6,42.49,29.36,31.94
"2016-06-29 10:30:00",342,1015.447,31.11,26.7,1.933,159.9,37.06,30.34,30.44
"2016-06-29 11:00:00",343,1015.125,32.13,25.92,1.511,148.6,60,31.38,29.9
"2016-06-29 11:30:00",344,1014.644,33.24,24.59,1.623,145.9,58.43,32.7,27.55
"2016-06-29 12:00:00",345,1014.124,34.05,23.83,1.61,155,33.48,33.59,26.47
"2016-06-29 12:30:00",346,1013.61,34.41,21.96,1.998,134.1,25.06,34.26,24.14
"2016-06-29 13:00:00",347,1013.27,35.42,18.54,1.596,134.9,57.93,35.07,19.85
"2016-06-29 13:30:00",348,1012.785,35.29,17.94,2.177,92.1,58.83,35.58,18.89
"2016-06-29 14:00:00",349,1012.48,35.57,15.58,1.672,66.16,47.61,35.95,15.83
"2016-06-29 14:30:00",350,1012.164,35.75,16.06,1.862,0.426,46.17,35.88,16.5
"2016-06-29 15:00:00",351,1011.847,35.45,16.17,2.244,41.19,29.28,36.09,16.47
"2016-06-29 15:30:00",352,1011.563,35.22,15.79,2.588,59.26,24.91,36.04,15.72
"2016-06-29 16:00:00",353,1011.247,35.29,15.6,2.389,41.71,21.42,36.01,15.52
"2016-06-29 16:30:00",354,1010.913,35.36,14.96,2.322,31.44,25.59,36.05,14.72
"2016-06-29 17:00:00",355,1010.687,35.09,14.91,2.529,36.53,18.72,35.76,14.74
"2016-06-29 17:30:00",356,1010.6,34.98,15.68,2.178,8.38,26.36,35.57,15.49
"2016-06-29 18:00:00",357,1010.652,34.76,16.07,1.805,27.08,23.03,35.21,16.09
"2016-06-29 18:30:00",358,1010.654,34.53,17.25,1.137,340.8,41.55,34.78,17.51
"2016-06-29 19:00:00",359,1010.628,33.92,18.91,1.416,283.8,15.64,33.63,19.72
"2016-06-29 19:30:00",360,1010.649,32.53,19.54,1.825,269.2,18.73,32.46,20.34
"2016-06-29 20:00:00",361,1010.755,31.1,21.41,2.73,233.1,7.552,31.27,22.1
"2016-06-29 20:30:00",362,1010.911,30.26,22.22,3.488,238.4,7.279,30.43,23.16
"2016-06-29 21:00:00",363,1011.139,29.18,23.67,3.194,229.6,10.31,29.38,24.96
"2016-06-29 21:30:00",364,1011.242,28.62,23.6,3.523,226.1,14.64,28.66,25.16
"2016-06-29 22:00:00",365,1011.337,27.5,25.15,4.873,239.7,6.024,27.81,26.52
"2016-06-29 22:30:00",366,1011.527,26.58,25.9,4.207,229.5,9.79,26.86,27.52
"2016-06-29 23:00:00",367,1011.615,26.31,26.78,2.655,219.1,15.65,26.1,29.44
"2016-06-29 23:30:00",368,1011.561,25.78,29.62,1.953,227,49.83,25.17,33.73
"2016-06-30 00:00:00",369,1011.62,24.58,30.65,2.09,235.4,14.98,24.18,35.03
"2016-06-30 00:30:00",370,1011.627,24.01,33.26,3.45,228.9,17.53,23.59,37.82
"2016-06-30 01:00:00",371,1011.91,22.98,35.99,1.185,233,25.66,22.24,42.28
"2016-06-30 01:30:00",372,1012.116,21.86,41.24,2.623,235.5,10.62,21.67,46.87
"2016-06-30 02:00:00",373,1012.346,21.47,42.59,2.991,237.3,18.62,21.53,48.03
"2016-06-30 02:30:00",374,1012.538,21.22,43.08,2.731,232.6,8.66,21.3,48.69
"2016-06-30 03:00:00",375,1012.882,21.2,42.72,2.744,227.2,7.52,21.28,48.31
"2016-06-30 03:30:00",376,1013.231,21.07,42.25,2.194,234.6,20.26,20.9,48.48
"2016-06-30 04:00:00",377,1013.62,20.5,43.19,3.389,234.1,10.73,20.4,49.83
"2016-06-30 04:30:00",378,1013.915,20.46,44.01,3.911,232.6,6.324,20.53,49.85
"2016-06-30 05:00:00",379,1014.32,20.88,44.7,3.388,212.7,20.26,20.73,50.24
"2016-06-30 05:30:00",380,1014.886,23.23,42.56,2.502,200.7,25.8,22.4,46.21
"2016-06-30 06:00:00",381,1015.185,23.01,40.96,3.84,151.5,15.01,22.56,46.58
"2016-06-30 06:30:00",382,1015.52,23.25,41.81,4.248,163.3,11.28,23.25,45.71
"2016-06-30 07:00:00",383,1015.707,24.64,37.68,2.304,152.6,16.4,24.04,42.21
"2016-06-30 07:30:00",384,1015.888,26.12,34.16,1.9,159.3,31.48,24.85,39.65
"2016-06-30 08:00:00",385,1015.942,26.8,32.82,2.27,173.9,28.88,25.45,38.03
"2016-06-30 08:30:00",386,1015.863,26.92,31.18,1.985,151.1,42.05,25.84,36.74
"2016-06-30 09:00:00",387,1015.771,27.28,30.58,2.053,137.3,38.03,26.67,35.42
"2016-06-30 09:30:00",388,1015.569,28.81,29.15,2.216,177.5,56.98,27.46,33.68
"2016-06-30 10:00:00",389,1015.329,29.44,27.69,2.804,178.2,39.1,28.43,31.5
"2016-06-30 10:30:00",390,1015.099,30.8,26.05,2.234,182.9,66.9,29.58,28.79
"2016-06-30 11:00:00",391,1014.786,30.44,23.55,2.119,24.96,64.61,30.33,26.34
"2016-06-30 11:30:00",392,1014.596,30.92,23.28,2.582,336.4,44.72,30.78,25.29
"2016-06-30 12:00:00",393,1014.219,31.5,22.9,2.763,319.4,38.18,31.36,24.55
"2016-06-30 12:30:00",394,1013.92,31.79,22.21,2.772,314.9,36.44,31.56,24.18
"2016-06-30 13:00:00",395,1013.621,32,21.85,3.062,321.8,39.53,31.96,23.39
"2016-06-30 13:30:00",396,1013.366,32.32,21.3,2.671,314.3,32.39,32.19,22.94
"2016-06-30 14:00:00",397,1013.003,32.28,21.31,3.268,320.3,30.66,32.51,22.5
"2016-06-30 14:30:00",398,1012.687,32.7,20.7,2.572,318.4,32.06,32.7,22.11
"2016-06-30 15:00:00",399,1012.348,33.19,19.96,3.043,305.4,36.28,33.12,21.02
"2016-06-30 15:30:00",400,1011.916,33.41,19.53,3.443,290.8,20.89,33.13,20.54
"2016-06-30 16:00:00",401,1011.541,33.13,19.06,2.8,315.9,26.63,33.2,19.99
"2016-06-30 16:30:00",402,1011.184,33.17,18.45,3.335,301.8,23.62,33.23,19.14
"2016-06-30 17:00:00",403,1010.97,32.98,18.41,3.171,302.8,17.53,33.16,19.01
"2016-06-30 17:30:00",404,1010.943,32.57,18.27,3.382,309.1,22.83,32.92,18.78
"2016-06-30 18:00:00",405,1011.043,32.29,18.01,3.221,305,16.68,32.59,18.51
"2016-06-30 18:30:00",406,1011.018,31.59,18.16,2.946,308.5,13.18,31.94,18.69
"2016-06-30 19:00:00",407,1011.05,31.03,18.68,2.818,292.1,12.83,31.11,19.49
"2016-06-30 19:30:00",408,1011.111,29.79,20.01,3.39,257.7,18.51,29.93,20.87
"2016-06-30 20:00:00",409,1011.216,27.73,23.17,4.248,240.5,7.033,28.01,24.39
"2016-06-30 20:30:00",410,1011.581,26.46,25.09,5.207,237.6,2.938,26.86,26.49
"2016-06-30 21:00:00",411,1011.861,25.24,27.15,5.3,233.6,4.718,25.55,29.07
"2016-06-30 21:30:00",412,1011.993,24.27,28.27,6.172,229,5.574,24.71,30.31
"2016-06-30 22:00:00",413,1012.196,24.74,26.89,5.673,233.3,6.77,25.19,28.59
"2016-06-30 22:30:00",414,1012.24,23.43,28.29,4.815,206.6,28.01,23.72,30.66
"2016-06-30 23:00:00",415,1012.34,23.57,26.92,6.654,212.7,6.271,23.54,29.82
"2016-06-30 23:30:00",416,1012.418,23.28,26.45,5.725,223.7,12.01,23.28,29.3
"2016-07-01 00:00:00",417,1012.547,21.84,29.44,1.994,192.7,39.33,21.37,34.77
"2016-07-01 00:30:00",418,1012.525,20.74,29.67,3.669,237.3,6.146,20.76,33.31
"2016-07-01 01:00:00",419,1012.694,19.53,34.22,2.369,234.5,17.41,19.52,38.23
"2016-07-01 01:30:00",420,1012.81,18.68,39.16,3.068,239.4,5.569,18.6,44.31
"2016-07-01 02:00:00",421,1013.072,18.07,44.02,2.744,250,14.84,18.29,49.44
"2016-07-01 02:30:00",422,1013.233,17.61,46.56,2.053,238.7,10.99,17.65,53.12
"2016-07-01 03:00:00",423,1013.428,16.87,49.63,2.376,244.8,10.29,16.92,57.06
"2016-07-01 03:30:00",424,1013.497,16.38,51.29,2.457,239.4,11.63,16.44,59.26
"2016-07-01 04:00:00",425,1013.578,15.83,52.86,2.829,237.6,5.563,15.9,61.05
"2016-07-01 04:30:00",426,1013.848,15.87,53.42,2.189,239,6.942,15.78,61.55
"2016-07-01 05:00:00",427,1014.032,17.51,52.43,1.899,237,8.93,16.54,59.34
"2016-07-01 05:30:00",428,1014.409,19.47,48.52,0.567,239.4,50.71,18.06,56.2
"2016-07-01 06:00:00",429,1014.555,21.24,43.69,0.859,180.8,45.8,19.18,52.3
"2016-07-01 06:30:00",430,1014.593,20.79,42.09,0.998,136.1,35.04,19.55,51.91
"2016-07-01 07:00:00",431,1014.754,21.9,40.1,1.029,136.9,43.54,20.48,49.07
"2016-07-01 07:30:00",432,1014.695,22.74,36.64,1.361,108,61.15,21.49,44.6
"2016-07-01 08:00:00",433,1014.465,23.57,34.36,1.839,135.6,38.14,22.71,40.71
"2016-07-01 08:30:00",434,1014.277,24.21,32.31,1.79,128.8,35.86,23.5,38.44
"2016-07-01 09:00:00",435,1014.155,26.1,30.1,1.449,148.6,60.06,24.76,35.96
"2016-07-01 09:30:00",436,1013.884,26.87,28,2.238,148.4,32.46,25.98,32.79
"2016-07-01 10:00:00",437,1013.682,28.13,26.29,1.465,207.3,89.7,26.98,30.83
"2016-07-01 10:30:00",438,1013.41,28.7,25.21,1.733,136.2,40.77,28.13,29.47
"2016-07-01 11:00:00",439,1013.172,29.62,22.86,1.839,150.2,59.99,29.27,25.89
"2016-07-01 11:30:00",440,1012.852,30.75,22.4,1.772,57.25,97.7,30.09,25.17
"2016-07-01 12:00:00",441,1012.512,31.55,21.78,1.421,63.27,82.5,31.04,24.7
"2016-07-01 12:30:00",442,1012.256,31.56,20.71,2.012,341.6,62.98,31.37,22.92
"2016-07-01 13:00:00",443,1011.978,33.14,19.6,2.051,270.1,49.15,32.17,21.16
"2016-07-01 13:30:00",444,1011.582,33.34,18.44,2.901,281.3,38.77,32.47,19.5
"2016-07-01 14:00:00",445,1011.289,33.04,17.56,2.589,326.1,52.02,32.82,18.48
"2016-07-01 14:30:00",446,1011.083,32.5,16.97,3.033,347.2,36.12,32.96,17.56
"2016-07-01 15:00:00",447,1010.832,32.63,16.75,2.659,325.5,34.24,32.77,17.45
"2016-07-01 15:30:00",448,1010.611,32.51,17.09,2.674,320.4,20.83,32.75,17.71
"2016-07-01 16:00:00",449,1010.394,32.85,16.3,3.57,310.8,21.96,33.14,16.57
"2016-07-01 16:30:00",450,1010.317,32.32,14.19,4.872,301.5,12.45,32.8,14
"2016-07-01 17:00:00",451,1010.277,32.07,11.07,6.338,296.5,12.38,32.61,10.45
"2016-07-01 17:30:00",452,1010.4,30.91,12.19,4.934,299.8,9.65,31.35,11.77
"2016-07-01 18:00:00",453,1010.427,30.34,13.8,4.489,298,8.6,30.87,13.52
"2016-07-01 18:30:00",454,1010.4,30.31,14.6,4.129,301.6,9.65,30.86,14.42
"2016-07-01 19:00:00",455,1010.378,30.71,14.62,2.883,285.3,15.46,30.97,14.62
"2016-07-01 19:30:00",456,1010.392,29.66,15.38,3.464,269.4,15.04,29.88,15.6
"2016-07-01 20:00:00",457,1010.608,28.08,16.29,3.98,272.3,14.82,28.36,16.71
"2016-07-01 20:30:00",458,1010.996,26.73,18.95,3.638,248.5,18.47,26.99,19.79
"2016-07-01 21:00:00",459,1011.211,25.17,21.01,4.67,234.7,4.494,25.39,22.29
"2016-07-01 21:30:00",460,1011.238,23.63,23.16,5.422,232,5.044,23.88,24.86
"2016-07-01 22:00:00",461,1011.398,23.54,22.97,3.541,232.2,15.39,23.8,24.7
"2016-07-01 22:30:00",462,1011.608,23.24,22.99,4.388,226.2,6.449,23.16,25.3
"2016-07-01 23:00:00",463,1011.507,22.09,23.9,3.579,240.5,38.85,22.06,26.32
"2016-07-01 23:30:00",464,1011.46,21.52,24.56,2.598,228.5,13.06,21.67,27.03
"2016-07-02 00:00:00",465,1011.294,20.71,26.06,3.302,232.3,6.559,20.45,29.37
"2016-07-02 00:30:00",466,1011.358,19.54,29.72,2.668,241.6,8.62,19.53,32.92
"2016-07-02 01:00:00",467,1011.36,18.65,33.52,2.8,235.9,3.712,18.56,36.9
"2016-07-02 01:30:00",468,1011.343,18.12,34.45,2.756,241.6,7.768,17.98,38.55
"2016-07-02 02:00:00",469,1011.495,17.88,37.68,1.827,238.1,8.66,17.75,42.06
"2016-07-02 02:30:00",470,1011.626,17.55,40.01,1.868,239.9,9.65,17.42,45.63
"2016-07-02 03:00:00",471,1011.818,17.08,42.78,1.684,242,13.63,17.05,49.17
"2016-07-02 03:30:00",472,1012.047,16.79,43.96,1.541,243.4,13.05,16.57,51.09
"2016-07-02 04:00:00",473,1012.363,16.38,45.51,1.915,236.4,7.761,16.26,52.68
"2016-07-02 04:30:00",474,1012.647,16.46,46.3,2.061,244.6,8.44,16.29,53.14
"2016-07-02 05:00:00",475,1012.933,16.93,46.2,1.718,250.9,12.68,16.46,53.28
"2016-07-02 05:30:00",476,1013.111,17.22,46.61,1.549,232.4,16.2,16.51,53.8
"2016-07-02 06:00:00",477,1013.234,19.1,42.33,0.77,183,76.59,17.83,50.65
"2016-07-02 06:30:00",478,1013.208,19.48,40.99,0.918,126.1,38.87,18.57,50
"2016-07-02 07:00:00",479,1013.285,20.95,38.84,0.897,135.4,64.21,19.62,47.67
"2016-07-02 07:30:00",480,1013.266,23.11,36.13,1.271,173.2,55.09,21.13,44.22
"2016-07-02 08:00:00",481,1013.198,24.06,33.5,1.39,149.1,55.12,22.32,40.86
"2016-07-02 08:30:00",482,1013.173,25.08,30.31,1.317,157.8,74.13,23.52,37.12
"2016-07-02 09:00:00",483,1013.088,27.15,25.18,1.756,165.3,30.02,25.48,30.26
"2016-07-02 09:30:00",484,1012.894,27.73,23.37,1.941,158,29.7,26.47,27.68
"2016-07-02 10:00:00",485,1012.691,27.84,23.69,2.63,156.4,27.15,27.17,27.16
"2016-07-02 10:30:00",486,1012.65,28.2,23.63,2.399,155.5,25.88,27.72,26.95
"2016-07-02 11:00:00",487,1012.374,29.22,23.42,2.97,157.2,26.79,28.93,26.14
"2016-07-02 11:30:00",488,1012.162,29.05,24.64,2.126,143.7,27.84,28.88,27.55
"2016-07-02 12:00:00",489,1012.023,29.33,25.18,1.904,164.6,29.52,28.94,28.36
"2016-07-02 12:30:00",490,1011.772,29.39,25.98,1.842,148.1,37.91,29.06,29.09
"2016-07-02 13:00:00",491,1011.754,29.08,26.67,1.346,143.6,50.24,28.99,30.09
"2016-07-02 13:30:00",492,1011.702,29.37,27.94,1.419,323.5,79.36,29.23,31.48
"2016-07-02 14:00:00",493,1011.704,29.11,29.66,1.916,356.8,42.67,29.28,32.78
"2016-07-02 14:30:00",494,1011.565,28.85,30.02,1.691,26.54,40.38,29.12,33.47
"2016-07-02 15:00:00",495,1011.325,29.59,28.05,2.031,108.8,48.47,29.8,31.96
"2016-07-02 15:30:00",496,1010.881,30.23,26.34,1.999,96.3,56.81,30.28,30.69
"2016-07-02 16:00:00",497,1010.631,30.17,26.83,2.626,133.4,25.62,30.41,30.46
"2016-07-02 16:30:00",498,1010.326,30.08,26.99,2.157,113.4,34.19,30.4,30.86
"2016-07-02 17:00:00",499,1009.952,30.2,27.13,2.058,120,30.13,30.45,31
"2016-07-02 17:30:00",500,1009.483,30.13,27.61,1.714,111.8,32.99,30.38,31.39
"2016-07-02 18:00:00",501,1009.324,30.07,28,1.92,110.5,25.37,30.48,31.62
"2016-07-02 18:30:00",502,1009.319,29.9,28.88,1.757,111.4,25.1,30.3,32.45
"2016-07-02 19:00:00",503,1009.265,29.36,30.46,1.606,117.7,17.16,29.74,33.98
"2016-07-02 19:30:00",504,1009.26,29.04,31.48,1.101,152.4,21.64,29.02,35.66
"2016-07-02 20:00:00",505,1009.398,28.08,34.16,1.819,199.9,13.24,27.25,39.8
"2016-07-02 20:30:00",506,1009.677,26.44,37.14,3.144,223.5,2.578,25.65,42.83
"2016-07-02 21:00:00",507,1009.81,24.81,39.82,4.408,230,4.053,24.58,44.87
"2016-07-02 21:30:00",508,1009.822,24.29,40.74,3.45,226.2,4.824,24.19,45.8
"2016-07-02 22:00:00",509,1009.881,23.71,41.27,3.691,234.4,11.86,23.87,45.97
"2016-07-02 22:30:00",510,1010.012,22.97,41.82,3.468,231.9,9.67,23.09,46.99
"2016-07-02 23:00:00",511,1009.929,22.71,41.15,3.342,230.1,7.181,22.87,46.03
"2016-07-02 23:30:00",512,1009.873,21.99,41.79,3.288,230.7,9.39,21.98,47.49
"2016-07-03 00:00:00",513,1009.933,21.01,43.52,3.295,239.8,9.07,21.02,49.67
